Client facturé - Numéro du client,Client facturé - Nom,Client facturé - Adresse 1,Client facturé - Ville,Client facturé - Code postal,Client facturé - Téléphone,Client livré à - Numéro du client,Client livré à - Nom,Client livré à - Adresse 1,Client livré à - Ville,Client livré à - Code postal,Client livré à - Téléphone,Numéro de taxe fédérale,Numéro de taxe provinciale,Numéro du vendeur,Mode de transport,Remarque,Sous-total sans taxe,Taxe fédérale,Taxe provinciale,Sous-total avec taxe ajoutée,Solde de la facture,Total à payer (avec taxes et escompte),Sous-total avec escompte,Numéro de la facture,Date de la facture,Note de crédit (T/F),Montant total d'escompte,Numéro de commande,Numéro de commande client,Montant fixe d'escompte général,Pourcentage d'escompte général,Niveau de taxe provinciale,Taux 1 de taxe provinciale,Numéro de G/L taxe provinciale taux 1,Montant d'encaissement comptant,Date d'encaissement comptant,Montant d'encaissement par carte,Date d'encaissement par carte,Nom de la carte de crédit,Numéro de carte,Date d'expiration de la carte,Numéro d'autorisation de la carte,Montant d'encaissement autre,Date d'encaissement autre,Mode de paiement autre,Détails supplémentaires enc. autre,Taux 1 de taxe fédérale,Taux 2 de taxe fédérale,Montant d'encaissement crédit flottant,Date d'encaissement crédit flottant,Montant de taxe fédérale incluse,Montant de taxe provinciale incluse,Facture imprimée (T/F),Taxe fédérale avant provinciale (O/N),Taxe fédérale après provinciale (O/N),Taxe provinciale après escompte (O/N),Montant fixe de taxe fédérale,Numéro de G/L taxe provinciale taux 2,Taux 2 de taxe provinciale,Montant de taxe provinciale taux 2,Montant de taxe provinciale incluse taux 2,Pourcentage de retenue,Taxe provinciale sur retenues taux 1,Taxe provinciale sur retenues taux 2,Taxe fédérale sur retenues,Numéro de projet,Montant de retenue sans taxe,Montant total de la retenue,Code d'identification,Montant de transport,Numéro de G/L transport,Date de vente ou d'échéance,Code de taxe prov. pour transport (0-2),Code de taxe féd. pour transport (0-3),Taxe prov. incluse pour transport (T/F),Taxe féd. incluse pour transport (T/F),Remboursement taxe fédérale,Remboursement taxe provinciale niveau 1,Remboursement taxe provinciale niveau 2,Montant de dépôt,Station,No du cpte ouvert original,Conditions de paiement,Devise étrangère,Numéro de référence EDI,Encaissements par DPA (T/F),Montant encaissé par DPA,Client facturé - Adresse 2,Client facturé - Code de province,Client facturé - Code de pays,Client livré à - Adresse 2,Client livré à - Code de province,Client livré à - Code de pays,Description autres frais,Numéro de grand livre autres frais,Pourcentage autres frais,Code taxe provinciale,Code taxe fédérale,Taxe incluse provinciale,Taxe incluse fédérale,Montant autres frais,Client facturé - Description autre province,Client livré à - Description autre province,Montant d'encaissement par chèque,Montant d'encaissement par carte de débit,Numéro de chèque du client,Date d'encaissement par chèque,Date d'encaissement par carte de débit,Montant de l'arrondissement,Usage interne,Usage interne,Usage interne,FFDEJA,FFGL1,FFGL2,FFGL3,FFGL4,FFDEBGL,FFCHQGL,HASDOC,FFACTID,HASCOLI,CRYPTED
OMH-ST-TIT,OMH ST-TITE,"561, rue St-Paul C.P. 4032",St-Tite,,,,M E M E,,,,,,,,,,49853.76,2492.69,4972.91,57319.36,51587.42,57319.36,49853.76,002212,2012/12/20,FALSE,0.00,,,0.00,0.0000,1,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.1000,497.29,0.00,249.27,0000012058,4985.38,5731.94,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
ARBEC-----,"PRODUITS FORESTIERS ARBEC, S.E.N.C.","775, 122e Rue",St-Georges de Champlain,G9T 5K4,,,M E M E,,,,,,,,,,22202.97,1110.15,2214.75,25527.87,25527.87,25527.87,22202.97,002213,2012/12/20,FALSE,0.00,,,0.00,0.0000,1,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012080,0.00,0.00,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,C.P. 10040,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
GERARD-CRE,GERARD CRETE & FILS INC.,"380, Route 159",Prouxville (Québec),G0X 2B0,418-365-7501,,M E M E,,,,,,,,,,7716.78,385.84,769.75,8872.37,8872.37,8872.37,7716.78,002214,2012/12/20,FALSE,0.00,,,0.00,0.0000,1,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012084,0.00,0.00,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-BATIS,CSSS DE LA VALLEE DE LA BATISCAN,"750, rue Du Couvent",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,1657.64,82.88,165.35,1905.87,1905.87,1905.87,1657.64,002216,2012/12/20,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012082,0.00,0.00,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-BATIS,CSSS DE LA VALLEE DE LA BATISCAN,"750, rue Du Couvent",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,-1657.64,-82.88,-165.35,-1905.87,-1905.87,-1905.87,-1657.64,002217,2012/12/20,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012082,0.00,0.00,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CLD-MEKINA,CLD MEKINAC,"560, rue Notre-Dame",St-Tite,G0X 3H0,418-365-6365,,M E M E,,,,,,,,,,7769.45,388.47,775.00,8932.92,8932.92,8932.92,7769.45,002221,2012/12/20,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012083,0.00,0.00,,0.00,31900,2012/12/20,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
TROU-DIABL,TROU DU DIABLE,"412, rue Willow",Shawinigan,G9N 1X2,,,M E M E,,,,,,,,,,19605.66,980.28,1955.66,22541.60,22541.60,22541.60,19605.66,002226,2012/12/22,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012048,0.00,0.00,,0.00,31900,2012/12/22,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,240.00,12.00,23.94,275.94,275.94,275.94,240.00,002215,2012/12/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012051,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-BATIS,CSSS DE LA VALLEE DE LA BATISCAN,"750, rue Du Couvent",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,1657.64,82.88,165.35,1905.87,1905.87,1905.87,1657.64,002218,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012082,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,-240.00,-12.00,-23.94,-275.94,-275.94,-275.94,-240.00,002219,2012/12/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012051,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,240.00,12.00,23.94,275.94,275.94,275.94,240.00,002220,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012051,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,-240.00,-12.00,-23.94,-275.94,-275.94,-275.94,-240.00,002222,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012051,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,145804.60,7290.23,14544.01,167638.84,150874.96,167638.84,145804.60,002223,2012/12/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,1454.40,0.00,729.02,0000012073,14580.46,16763.88,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
IMM-DOLIA-,IMMEUBLES DOLIA (LES),"381, route 153",St-Tite,G0X 3H0,418-365-5979,,M E M E,,,,,,,,,,9391.18,469.56,936.77,10797.51,10797.51,10797.51,9391.18,002224,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012077,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
PROD-G-M--,PRODUITS DE NOS GRAND-MERES N D INC.,"71, rue St-François",St-Séverin,G0X 2B0,418-365-5056,,M E M E,,,,,,,,,,16147.22,807.36,1610.69,18565.27,18565.27,18565.27,16147.22,002225,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012074,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
FESTIVAL-W,FESTIVAL WESTERN ST-TITE INC.,"581, rue St-Paul, bureau 107",St-Tite (Québec),G0X 3H0,,,M E M E,,,,,,,,,,123573.04,6178.65,12326.41,142078.10,142078.10,142078.10,123573.04,002227,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012013,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CIE-GESTIO,9149-7818 QC INC. (CIE GESTION),"253, route 153",St-Tite,G0X 3H0,,,M E M E,,,,,,,,,,149000.00,7450.00,14862.75,171312.75,171312.75,171312.75,149000.00,002228,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012006,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
OFFICE-T-R,OFFICE MUN. D'HABITATION TROIS-RIVIERES,"003-3825, Jacques-de-Labadie",Trois-Rivières,G8Y 4Y2,819-378-5438,,M E M E,,,,,,,,,,117310.61,5865.53,11701.73,134877.87,121390.09,134877.87,117310.61,002230,2012/12/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.1000,1170.17,0.00,586.55,0000012021,11731.06,13487.78,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-TR---,CENTRE SANTE ET SERVICES SOCIAUX TROIS-RIVIER,"731, rue Ste-Julie",Trois-Rivières,G9A 1Y1,819-697-3333,,M E M E,,,,,,,,,,990.00,49.50,94.05,1133.55,1133.55,1133.55,990.00,002231,2012/12/31,FALSE,0.00,,,0.00,0.0000,1,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012036,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-TR---,CENTRE SANTE ET SERVICES SOCIAUX TROIS-RIVIER,"731, rue Ste-Julie",Trois-Rivières,G9A 1Y1,819-697-3333,,M E M E,,,,,,,,,,-990.00,-49.50,-94.05,-1133.55,-1133.55,-1133.55,-990.00,002232,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012036,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-TR---,CENTRE SANTE ET SERVICES SOCIAUX TROIS-RIVIER,"731, rue Ste-Julie",Trois-Rivières,G9A 1Y1,819-697-3333,,M E M E,,,,,,,,,,990.00,49.50,98.75,1138.25,1138.25,1138.25,990.00,002233,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012036,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-TR---,CENTRE SANTE ET SERVICES SOCIAUX TROIS-RIVIER,"731, rue Ste-Julie",Trois-Rivières,G9A 1Y1,819-697-3333,,M E M E,,,,,,,,,,-990.00,-49.50,-98.75,-1138.25,-1138.25,-1138.25,-990.00,002234,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012036,0.00,0.00,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
CSSS-TR---,CENTRE SANTE ET SERVICES SOCIAUX TROIS-RIVIER,"731, rue Ste-Julie",Trois-Rivières,G9A 1Y1,819-697-3333,,M E M E,,,,,,,,,,990.00,49.50,98.75,1138.25,1081.33,1138.25,990.00,002235,2012/12/31,FALSE,0.00,,,0.00,0.0000,3,0.095000,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,O,N,O,0.0000,,0.000000,0.00,0.00,0.0500,4.94,0.00,2.48,0000012036,49.50,56.92,,0.00,31900,2012/12/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
TROU-DIABL,TROU DU DIABLE,"412, rue Willow",Shawinigan,G9N 1X2,,,M E M E,,,,,,,,,,17249.75,862.49,1720.66,19832.90,19832.90,19832.90,17249.75,002229,2013/01/24,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000012048,0.00,0.00,,0.00,31900,2013/01/24,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
AMERESCO--,AMERESCO,"1751,  rue Richardson, bureau 7.509",Montréal,H3K 1G6,514-490-1295,,M E M E,,,,,,,,,,4000.00,200.00,399.00,4599.00,4599.00,4599.00,4000.00,002236,2013/01/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000013005,0.00,0.00,,0.00,31900,2013/01/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
AMERESCO--,AMERESCO,"1751,  rue Richardson, bureau 7.509",Montréal,H3K 1G6,514-490-1295,,M E M E,,,,,,,,,,4000.00,200.00,399.00,4599.00,4599.00,4599.00,4000.00,002237,2013/01/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000013007,0.00,0.00,,0.00,31900,2013/01/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
AMERESCO--,AMERESCO,"1751,  rue Richardson, bureau 7.509",Montréal,H3K 1G6,514-490-1295,,M E M E,,,,,,,,,,-4000.00,-200.00,-399.00,-4599.00,-4599.00,-4599.00,-4000.00,002238,2013/01/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000013005,0.00,0.00,,0.00,31900,2013/01/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
AMERESCO--,AMERESCO,"1751,  rue Richardson, bureau 7.509",Montréal,H3K 1G6,514-490-1295,,M E M E,,,,,,,,,,-4000.00,-200.00,-399.00,-4599.00,-4599.00,-4599.00,-4000.00,002239,2013/01/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,FALSE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000013007,0.00,0.00,,0.00,31900,2013/01/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
AMERESCO--,AMERESCO,"1751,  rue Richardson, bureau 7.509",Montréal,H3K 1G6,514-490-1295,,M E M E,,,,,,,,,,1500.00,75.00,149.63,1724.63,1724.63,1724.63,1500.00,002240,2013/01/31,FALSE,0.00,,,0.00,0.0000,1,0.099750,21360,0.00,,0.00,,,,,,0.00,,,,0.0500,0.0000,0.00,,0.00,0.00,TRUE,N,N,O,0.0000,,0.000000,0.00,0.00,0.0000,0.00,0.00,0.00,0000013007,0.00,0.00,,0.00,31900,2013/01/31,1,1,FALSE,FALSE,0.00,0.00,0.00,0.00,CRC-008,,,,,FALSE,0.00,,QC,CAN,,,,,,0.0000,0,0,FALSE,FALSE,0.00,,,0.00,0.00,,,,0.00,2024-01-08 14:52:18.000,,0,0,,,,,,,FALSE,,FALSE,AVANTAGE
